지정상품(국문),NICE분류,유사군코드,지정상품(영문)
닭사료,31,G0209,foodstuffs for chickens
동물 사료용 대두,31,G0209,soya bean meal for animal consumption
동물 사료용 아마인씨,31,G0209,flaxseed meal for animal consumption
동물 사료용 코코넛 밀,31,G0209,coconut meal for animal consumption
동물 사료용 콩 및 곡물찌꺼기,31,G0209,cakes of soy and cereal residue for animal consumption
물고기사료,31,G0209,fish food
사료용 아마인,31,G0209,linseed for animal consumption
사료용 평지씨박,31,G0209,rapeseed meal for animal consumption
송아지사료,31,G0209,foodstuffs for calves
수족관 어류용 사료,31,G0209,food for aquarium fish
식용 개껌,31,G0209,edible chewing bones for dogs
개용 간식,31,G0209,"dog treats, edible"
고양이용 간식,31,G0209,"cat treats, edible"
말용 간식,31,G0209,"horse treats, edible"
새용 간식,31,G0209,"bird treats, edible"
야생동물용 씨앗믹스,31,G0209,seed mixtures for wildlife
양사료,31,G0209,foodstuffs for sheep
통조림된 개 사료,31,G0209,canned foodstuffs for dogs
통조림된 고양이 사료,31,G0209,canned foodstuffs for cats
해양동물용 사료,31,G0209,foodstuffs for marine animals
햄스터사료,31,G0209,food for hamsters
사료용 해조류,31,G0209,algae for animal consumption
동물용 사료,31,G0209,foodstuffs for animals
비둘기 사료,31,G0209,fodder for pigeons
애완동물용 통조림된 생선,31,G0209,canned fish for pets
앵무새 사료,31,G0209,fodder for parrots
애완동물용 간식,31,G0209,"pet treats, edible"
맥주찌꺼기,31,G0209,draff
동물용 식용 추,31,G0209,edible chews for animals
개용 식용 추,31,G0209,edible chews for dogs
동물용 씹는 식용 사료,31,G0209,edible food for animals for chewing
단미사료,31,G0209,feed for animal consumption
발효 사료,31,G0209,fermented foodstuff for animal
사료용 어분(魚粉),31,G0209,fish meal for animal consumption
생선찌꺼기사료,31,G0209,fish residue for animal consumption
동물 사료용 향미료,31,G0209,flavorings for animal feed
사료용 아마부스러기,31,G0209,flax meal [fodder]
사료용 아마인(아마씨),31,G0209,flaxseed for animal consumption
사료,31,G0209,fodder
설치류용 사료,31,G0209,food for rodents
식물추출물을 포함한 동물용 사료,31,G0209,foodstuffs for animals containing botanical extracts
우유를 주성분으로 한 동물용 사료,31,G0209,foodstuffs for animals on a milk basis
양어사료,31,G0209,foodstuffs for fish
말먹이,31,G0209,foodstuffs for horses
마초(말먹이),31,G0209,forage
배합사료,31,G0209,formula animal feed
애견용 배합사료,31,G0209,formula animal feed for dogs
사료용 포도찌꺼기,31,G0209,fruit residue [marc]
사료용 곡물,31,G0209,grains for animal consumption
가금용 빻은 밀,31,G0209,groats for poultry
애완동물용 껌,31,G0209,chewing gum for pets
사료용 건초,31,G0209,hay
말용 사료,31,G0209,horse feed
사료용 석회,31,G0209,lime for animal forage
가축 사료,31,G0209,livestock feed
가축용 옥수수찌꺼기,31,G0209,maize cake for cattle
가축 비육용 삶은 사료,31,G0209,mash for fattening livestock
동물용 곡물가루,31,G0209,meal for animals
동물용 대용유,31,G0209,milk replacers for animals
가축용 대용유,31,G0209,milk substitutes for cattle
강화사료,31,G0209,strengthening animal forage
합성동물사료,31,G0209,synthetic animal feed
사료용 맥아,31,G0209,wheat germ for animal consumption
동물용 효모,31,G0209,yeast for animal consumption
동물 사료용 효모,31,G0209,yeast for animal fodder
사료용 알가로빌라,31,G0209,algarovilla for animal consumption
동물용 음료,31,G0209,animal beverages
동물용 비육제,31,G0209,animal fattening preparations
동물용 사료,31,G0209,animal foodstuffs
개용 음료,31,G0209,beverages for canines
애완동물용 음료,31,G0209,beverages for pets
새먹이,31,G0209,bird food
새 모이,31,G0209,bird seed
사료용 겨,31,G0209,bran
사료용 밀기울,31,G0209,bran mash for animal consumption
사료용 곡물부산물,31,G0209,"by-products of the processing of cereals, for animal consumption"
개 사료용 케이크,31,G0209,cake for dog food
고양이사료,31,G0209,cat food
캐틀케이크,31,G0209,cattle cake
새먹이용 오징어뼈,31,G0209,cuttle bone for birds
개용 소화가능한 씹는 뼈,31,G0209,digestible chewing bones for dogs
개/고양이용 소화가능한 씹는 뼈,31,G0209,digestible chewing bones for dogs/cats
사료용 증류찌꺼기,31,G0209,distillery waste for animal consumption
개 사료용 비스킷,31,G0209,dog biscuits
개사육용 사료,31,G0209,dog food
혼합동물사료,31,G0209,mixed animal feed
동물 사료용 천연 벼,31,G0209,natural rice for use as animal fodder
사료용 깻묵,31,G0209,oil cake
동물용 땅콩찌꺼기,31,G0209,peanut cake for animals
동물용 땅콩가루,31,G0209,peanut meal for animals
애완동물용 사료,31,G0209,pet feed
애완동물용 먹이,31,G0209,pet food
가금 산란용 조합제,31,G0209,preparations for egg laying poultry
가축용 평지씨찌꺼기,31,G0209,rape cake for cattle
사료용 증류잔재물,31,G0209,residue in a still after distillation
쌀겨 사료,31,G0209,rice bran (animal feed)
사료용 싸라기,31,G0209,rice meal for forage
가축용 소금,31,G0209,salt for cattle
애견용 간식,31,G0209,snacks for dogs
애완동물용 간식,31,G0209,snacks for pets
사료용 콩가루,31,G0209,soy bean meal (animal feed)
동물 사료용 간장찌꺼기,31,G0209,soy sauce cakes (animal feed)
대두박(大豆粕)사료,31,G0209,soybean hull for animal consumption
사료향미제,31,G0209,feed ingredients for animal consumption
비육용 사료,31,G0209,stall food for animals
동물 사료용 녹말덩어리,31,G0209,starch pulp for animal consumption
사료용 밀짚,31,G0209,straw [forage]
금붕어 사료,31,G0209,food for goldfish
동물용 사료용 종자,31,G0209,seeds prepared for consumption by animals
식용 또는 사료용 미가공 해조류,31,"G0209,G0802",unprocessed seaweed for human or animal consumption
식용 또는 사료용 미가공 해조류,31,"G0209,G0802",unprocessed algae for human or animal consumption
식물구근,31,G0210,plant bulbs
식물재배용 종자,31,G0210,seeds for growing plants
채소용 종자,31,G0210,seeds for vegetables
허브재배용 종자,31,G0210,seeds for growing herbs
호밀 종자,31,G0210,rye seed
사과나무 종자,31,G0210,apple tree seeds
구근(球根),31,G0210,bulbs
농산용 구근(球根),31,G0210,bulbs for agricultural purposes
농작물종자,31,G0210,crop seeds
꽃구근,31,G0210,flower bulbs
꽃구근 및 구경(球莖),31,G0210,flower bulbs and corms
과일종자,31,G0210,fruit seeds
풀 종자,31,G0210,grass seeds
버섯균사,31,G0210,mushroom spawn for propagation
솔방울,31,G0210,pine cones
식물종자,31,G0210,plant seeds
식물육성용 배종(胚種),31,G0210,seed germ for botanical purposes
모종,31,G0210,seedlings
재배용 종자(種子),31,G0210,seeds
꽃종자,31,G0210,seeds for flowers
과일 및 채소용 종자,31,G0210,seeds for growing fruits and vegetables
원예용 종자,31,G0210,seeds for horticultural purposes
재배용 곡물종자,31,G0210,seeds for planting
우루쉬나무 종자,31,G0210,seeds of urushi
파종용 종자,31,G0210,sowing seeds
미가공 아마씨앗,31,G0210,unprocessed flax seeds
농업용 미가공 종자,31,G0210,unprocessed seeds for agricultural use
우루쉬나무 종자,31,G0210,urushi tree seeds
구경(球莖),31,G0210,flower corms
농업용 균사,31,G0210,spawn for agricultural purposes
농업용 균사체,31,G0210,mycelium for agricultural purposes
농업용 식물구근,31,G0210,plant bulbs for agricultural purposes
농업용 종자,31,G0210,seeds for agricultural purposes
미가공 채유용 종자,31,G0210,"oil seeds, unprocessed"
원예용 구근(球根),31,G0210,bulbs for horticultural purposes
수경재배용 종자,31,G0210,seeds for hydroponics
밀종자,31,G0210,wheat seeds
미가공 치아종자,31,G0210,"chia seeds, unprocessed"
파종용 종자,31,G0210,seeds for sowing
미가공 치아종자,31,G0210,unprocessed chia seeds
미가공 곡물종자,31,G0210,"cereal seeds, unprocessed"
미가공 곡물종자,31,G0210,unprocessed cereal seeds
미가공 호박씨,31,G0210,unprocessed squash seeds
신선한 과실,31,G0211,fresh fruit
신선한 살라크,31,G0211,"salaks, fresh"
신선한 키와노,31,G0211,"horned melons, fresh"
신선한 구아바,31,G0211,fresh guavas
신선한 두리안,31,G0211,fresh durians
신선한 람부탄,31,G0211,fresh rambutans
신선한 리치,31,G0211,fresh lychees
신선한 망고,31,G0211,fresh mangos
신선한 망고스틴,31,G0211,fresh mangosteens
신선한 모과,31,G0211,fresh quince
신선한 무화과,31,G0211,fresh figs
신선한 산수유,31,G0211,fresh corni fructus (Sansuyu) in the nature of live plants
신선한 석류,31,G0211,fesh pomegranates
신선한 애플망고,31,G0211,fresh apple mangos
신선한 용과,31,G0211,fresh dragon fruits
신선한 용안,31,G0211,fresh longan
신선한 크랜베리,31,G0211,fresh cranberries
노간주나무열매(신선한 것),31,G0211,juniper berries
신선한 고지베리,31,G0211,"goji berries, fresh"
신선한 모둠 과일,31,G0211,arrangements of fresh fruit
신선한 노니,31,G0211,"noni fruit, fresh"
신선한 망고,31,G0211,"mangos, fresh"
신선한 모과,31,G0211,"quinces, fresh"
신선한 빈랑나무 열매,31,G0211,"betel nuts, fresh"
신선한 살구,31,G0211,fresh apricots
신선한 아사이베리,31,G0211,"acai berries, fresh"
신선한 양조용 포도(釀造用葡萄),31,G0211,fresh wine grapes
신선한 캐슈너트,31,G0211,fresh cashew nuts
신선한 크랜베리,31,G0211,"cranberries, fresh"
신선한 키위,31,G0211,"kiwi fruit, fresh"
신선한 플랜테인,31,G0211,fresh plantains
신선한 아몬드,31,G0211,fresh almonds
신선한 사과,31,G0211,fresh apples
신선한 바나나,31,G0211,fresh bananas
신선한 복분자,31,G0211,fresh black raspberry (Bokbunja)
신선한 블루베리,31,G0211,fresh blueberries
신선한 앵두,31,G0211,fresh cherries
신선한 오디,31,G0211,fresh mulberries
신선한 리치,31,G0211,"lychees, fresh"
신선한 블랙베리,31,G0211,fresh blackberries
신선한 라임,31,G0211,fresh limes
신선한 비파,31,G0211,fresh loquats
신선한 밀감,31,G0211,fresh mandarin oranges
신선한 멜론,31,G0211,fresh melons
신선한 견과,31,G0211,fresh nuts
참외(신선한 것),31,G0211,fresh oriental melon (Cham-oe)
신선한 참외,31,G0211,fresh oriental melons
신선한 파파야,31,G0211,fresh papayas
신선한 복숭아,31,G0211,fresh peaches
신선한 피칸,31,G0211,fresh pecan
신선한 잣,31,G0211,fresh pine nuts
신선한 파인애플,31,G0211,fresh pineapples
신선한 피스타치오,31,G0211,fresh pistachio
신선한 자두,31,G0211,fresh plums
신선한 딸기,31,G0211,fresh strawberries
신선한 호두,31,G0211,fresh walnuts
신선한 리치,31,G0211,"lichees, fresh"
유기농 신선한 과일,31,G0211,organic fresh fruit
신선한 배,31,G0211,"pears, fresh"
신선한 포멜로(왕귤나무의 열매),31,G0211,"pomelos, fresh"
미가공 사과,31,G0211,unprocessed apples
미가공 과일,31,G0211,unprocessed fruits
신선한 코코넛,31,G0211,fresh coconuts
신선한 콜라열매,31,G0211,fresh cola nuts
신선한 페이조아,31,G0211,fresh feijoa
신선한 은행,31,G0211,fresh gingko nuts
신선한 자몽,31,G0211,fresh grapefruits
신선한 일본 감,31,G0211,fresh Japanese persimmons
신선한 노간주나무열매,31,G0211,fresh juniper berries
신선한 키위프루트,31,G0211,fresh kiwifruits
미가공 올리브,31,G0211,unprocessed olives
신선한 수박,31,G0211,"watermelon, fresh"
미가공 견과,31,G0211,unprocessed nuts
생밤,31,G0211,"chestnuts, fresh"
생밤,31,G0211,fresh chestnuts
신선한 감귤,31,G0211,"citrus fruit, fresh"
신선한 감귤,31,G0211,fresh citrus fruit
신선한 개암,31,G0211,"hazelnuts, fresh"
신선한 개암,31,G0211,fresh hazelnuts
신선한 대추야자열매,31,G0211,"dates, fresh"
신선한 땅콩,31,G0211,fresh peanuts
신선한 레몬,31,G0211,fresh lemons
신선한 베리,31,G0211,fresh berries
신선한 아보카도,31,G0211,fresh avocados
신선한 오렌지,31,G0211,fresh oranges
신선한 오렌지,31,G0211,"oranges, fresh"
신선한 포도,31,G0211,fresh grapes
신선한 포도,31,G0211,"grapes, fresh"
올리브(신선한 것),31,G0211,"olives, fresh"
살아있는 꽃식물,31,G0212,"flowering plants, natural"
알로에 베라 식물,31,G0212,aloe vera plants
살아있는 나뭇잎,31,G0212,natural foliage
수족관 풍경용 살아있는 식물,31,G0212,live plants used as aquarium landscapes
살아있는 코르사주,31,G0212,live corsages
살아있는 토피어리,31,G0212,live topiaries
살아있는 과일나무,31,G0212,living fruit plants
약용수,31,G0212,medicinal trees
살아있는 식물 및 꽃,31,G0212,natural plants and flowers
쐐기풀,31,G0212,nettles
관상수,31,G0212,ornamental trees
종려나무,31,G0212,palm trees
복숭아나무,31,G0212,peach trees
배묘목,31,G0212,pear saplings
살아있는 후추나무,31,G0212,peppers [plants]
감묘목,31,G0212,persimmon saplings
감나무,31,G0212,persimmon trees
살아있는 식물,31,G0212,plants
매실묘목,31,G0212,plum saplings
분재,31,G0212,potted dwarfed trees (bonsai)
산초나무,31,G0212,prickly ash
천연 분재 나무,31,G0212,natural bonsai trees
천연잔디,31,G0212,turf [natural]
살아있는 식물,31,G0212,live plants
생화(生花),31,G0212,flowers [natural]
관목,31,G0212,shrubs
생화로 만든 코르사주,31,G0212,corsages of natural flowers
과일식물,31,G0212,fruit plants
사과묘목,31,G0212,apple saplings
사과나무,31,G0212,apple trees
블루베리묘목,31,G0212,blueberry saplings
블루베리나무,31,G0212,blueberry trees
관목,31,G0212,bushes
국화,31,G0212,chrysanthemum
나무,31,G0212,trees
포도나무,31,G0212,vine plants
모,31,G0212,rice sprouts
장미나무,31,G0212,rose bushes
살아있는 장미나무,31,G0212,rose bushes (live)
장미꽃,31,G0212,rose flowers
장미묘목,31,G0212,rose saplings
장미,31,G0212,roses
묘목,31,G0212,saplings
천연잔디,31,G0212,sod
개박하,31,G0212,catnip
살아있는 튤립,31,G0212,"tulips, natural"
꽃,31,G0212,flowers
삼림수,31,G0212,forest trees
유실수,31,G0212,fruit trees
포도묘목,31,G0212,grape saplings
목초,31,G0212,grass
풀,31,G0212,grasses
조경수,31,G0212,landscape trees
잔디,31,G0212,lawn/turf
살아있는 나무,31,G0212,live trees
살아있는 라탄 식물,31,G0212,live rattan plants
생화(生花),31,G0212,natural flowers
천연잔디,31,G0212,"turf, natural"
미가공 홉,31,G0406,unprocessed hops
미가공 홉열매,31,G0406,unprocessed hop cones
미가공 커피열매,31,G0502,unprocessed coffee fruit
미가공 코코아원두,31,G0502,"cocoa beans, raw"
미가공 코코아원두,31,G0502,raw cocoa beans
부화용 수정란,31,G0702,eggs for hatching
부화용 수정란,31,G0702,live hatching eggs
부화용 수정란,31,G0702,"eggs for hatching, fertilised"
부화용 수정란,31,G0702,fertilized eggs for hatching
부화용 수정란,31,G0702,"eggs for hatching, fertilized"
부화용 수정란,31,G0702,fertilised eggs for hatching
사육용 동물,31,G0706,animals for breeding
사육용 가축,31,G0706,bred stock
산란용 암탉,31,G0706,hens for egg laying
살아있는 동물,31,G0706,live animals
살아있는 조류(鳥類),31,G0706,live birds
살아있는 병아리,31,G0706,live chicks
살아있는 엽조수(獵鳥獸),31,G0706,live game
살아있는 실험실용 동물,31,G0706,live laboratory animals
가축,31,G0706,livestock
살아있는 가축,31,G0706,livestock (live)
종축용 가축,31,G0706,livestock for breeding stock
동물원동물,31,G0706,menagerie animals
살아있는 짐승,31,G0706,wild animals with four legs (live)
애완용 새,31,G0706,pet birds
양(가축),31,G0706,sheep [livestock]
개,31,G0706,dogs
돼지(가축),31,G0706,pigs [livestock]
사육용 가금,31,G0706,poultry for breeding
사육용 새,31,G0706,breeder birds
살아있는 포유동물,31,G0706,live mammals
살아있는 가금,31,G0706,live poultry
살아있는 가금,31,G0706,"poultry, live"
살아있는 지렁이,31,G0707,earthworms (live)
살아있는 나비,31,G0707,"butterflies, live"
살아있는 굼벵이,31,G0707,maggots (live)
살아있는 벌레,31,G0707,worms (live)
살아있는 곤충,31,G0707,live insects
살아있는 식용 곤충,31,G0707,live edible insects
생 볼락,31,G0801,rockfish (live)
생 보리멸,31,G0801,sand smelt (live)
생 꽁치,31,G0801,saury (live)
생 농어,31,G0801,live sea bass
생 대합,31,G0801,"clams, live"
생 대구,31,G0801,cods (live)
살아있는 붕장어,31,G0801,congers (live)
살아있는 게,31,G0801,"crabs, live"
생 붕어,31,G0801,crucian carps (live)
식용 개구리,31,G0801,edible frogs
생 뱀장어,31,G0801,eels (live)
살아있는 어패류,31,G0801,fish and shellfish (live)
생 어란(魚卵),31,G0801,fish spawn
비식용 살아있는 어류,31,G0801,live fish [not for food]
살아있는 갑오징어,31,G0801,"cuttlefish, live"
살아있는 문어,31,G0801,live octopuses
살아있는 오징어,31,G0801,live cuttlefish
살아있는 참새우,31,G0801,"prawns, live"
식용 살아있는 생선,31,G0801,live fish for human consumption
생 도미,31,G0801,"sea breams, live"
생 성게,31,G0801,sea urchins (live)
생 상어,31,G0801,sharks (live)
생 바지락조개,31,G0801,"short-necked clams, live"
생 새우,31,G0801,"shrimps, live"
생 낙지,31,G0801,small octopuses (live)
생 가물치,31,G0801,snakeheads (live)
생 자라,31,G0801,"soft-shelled turtles, live"
생 삼치,31,G0801,spanish mackerel (live)
생 오징어,31,G0801,"squid, live"
생 가오리,31,G0801,stingray (live)
살아있는 대구,31,G0801,live codfish
살아있는 미꾸리,31,G0801,"pond loaches, live"
살아있는 코끼리조개,31,G0801,"geoduck clams, live"
살아있는 게,31,G0801,live crabs
살아있는 도다리,31,G0801,"flounders, live"
살아있는 서대기,31,G0801,"sole fish, live"
살아있는 참새우,31,G0801,live prawns
살아있는 참조기,31,G0801,"yellow croakers, live"
생 삼치,31,G0801,"spanish mackerel, live"
살아있는 오징어,31,G0801,"calamari, live"
생 은어,31,G0801,sweetfish (live)
생 복어,31,G0801,swellfish (live)
생 고래,31,G0801,whales (live)
생 방어,31,G0801,yellow tails (live)
수족관 물고기,31,G0801,aquarium fish
생 녹새치,31,G0801,blue marlin (live)
생 넙치,31,G0801,flatfish (live)
생 가자미,31,G0801,flounder (live)
생 갈치,31,G0801,hairtail (live)
생 밴댕이,31,G0801,large-eyed herring (live)
살아있는 전복,31,G0801,live abalones
살아있는 수족관 산호,31,G0801,live aquarium coral
살아있는 피조개,31,G0801,live ark-shells
살아있는 담치,31,G0801,live blue mussels
살아있는 잉어,31,G0801,live carp
살아있는 조개,31,G0801,live clams
살아있는 산호,31,G0801,live coral
살아있는 식용수생동물,31,G0801,live edible aquatic animals
살아있는 농어,31,G0801,live sea basses
살아있는 도미(적 도미),31,G0801,live sea breams [red snappers]
살아있는 모시조개,31,G0801,live short-necked clams
생 미꾸라지,31,G0801,loach (live)
생 고등어,31,G0801,mackerels (live)
생 병어,31,G0801,pomfret (live)
살아있는 가재,31,G0801,live crayfish
살아있는 가재,31,G0801,"crayfish, live"
살아있는 갑각류,31,G0801,live crustaceans
살아있는 바다가재,31,G0801,live lobsters
살아있는 바다가재,31,G0801,"lobsters, live"
살아있는 비단잉어,31,G0801,live koi carp
살아있는 연어,31,G0801,"salmon, live"
살아있는 연어,31,G0801,live salmon
살아있는 연체동물,31,G0801,live mollusks
살아있는 연체동물,31,G0801,live molluscs
살아있는 왕바다가재,31,G0801,live spiny lobsters
살아있는 정어리,31,G0801,live sardines
살아있는 정어리,31,G0801,"sardines, live"
살아있는 조개,31,G0801,live shellfish
살아있는 참치,31,G0801,live tuna
살아있는 청어,31,G0801,live herrings
살아있는 해삼,31,G0801,live sea cucumbers
살아있는 홍합,31,G0801,live mussels
생 굴,31,G0801,live oysters
생 굴,31,G0801,"oysters, live"
생 멸치,31,G0801,live anchovies
활어(活魚),31,G0801,live fish
미가공 다시마(곰부해초),31,G0802,unprocessed kelp (Kombu seaweed)
미가공 갈조류(히지키해초),31,G0802,unprocessed brown algae (Hijiki seaweed)
식용 미가공 해조류,31,G0802,unprocessed algae for human consumption
미가공 우뭇가사리(텐구사해초),31,G0802,unprocessed agar (Tengusa seaweed)
신선한 해태,31,G0802,laver (fresh)
신선한 감태,31,G0802,fresh sweet laver
신선한 꼬시래기,31,G0802,fresh sewing thread sea string
식용 미가공 해초,31,G0802,unprocessed edible seaweed
신선한 톳,31,G0802,fresh sea-weed fusiforme
신선한 청각,31,G0802,fresh seastaghorn
신선한 다시마,31,G0802,fresh sea tangle
신선한 김,31,G0802,fresh laver
신선한 모자반,31,G0802,fresh gulf weed
신선한 파래,31,G0802,fresh green laver
신선한 클로렐라,31,G0802,fresh chlorella
신선한 미역,31,G0802,fresh brown seaweed
신선한 식용 해조류,31,G0802,fresh algae for human consumption
미가공 파래(아오사해초),31,G0802,unprocessed sea lettuce (Aosa seaweed)
미가공 해초(와카메),31,G0802,unprocessed seaweed (Wakame)
미가공 스피루리나,31,G0802,unprocessed spirulina
애완동물 화장실용 모래,31,G1817,sand for pet toilets
애완동물 깔개용 모래종이,31,G1817,sanded paper for domestic animals (litter)
동물 잠자리용 종이,31,G1817,paper for use as animal bedding
동물 잠자리용 대팻밥,31,G1817,wood shavings for use as animal bedding
동물용 깔짚용 대팻밥,31,G1817,wood shavings for use as animal litter
새집용 자갈로 만든 종이,31,G1817,gravel paper for birdcages
동물 잠자리용 잘려진 밀짚,31,G1817,chopped straw for animal bedding
소형 동물용 깔짚,31,G1817,litter for small animals
애완동물용 모래종이(깔개),31,G1817,sanded paper [litter] for pets
동물용 깔짚,31,G1817,litter for animals
깔짚,31,G1817,straw litter
새집용 자갈로 만든 종이,31,G1817,gravel paper for bird cages
고양이용 모래,31,G1817,sand for cats
동물 잠자리용 풀려있는 삼,31,G1817,loose hemp for use as animal bedding
동물 잠자리용 대팻밥,31,G1817,wood shavings for animal bedding
애완동물용 향처리 모래(깔개),31,G1817,aromatic sand [litter] for pets
고양이용 깔개,31,G1817,cat litter
고양이용 깔개 및 작은 동물용 깔개,31,G1817,cat litter and litter for small animals
애완동물용 깔개,31,G1817,litter for domestic animals
깔개용 토탄,31,G1817,litter peat
식물보온용 짚,31,G1901,straws for thermal protection for plant
뿌리덮개용 짚,31,G1901,straw mulch
껍질 벗긴 목재,31,G2001,undressed timber
제재전(製材前) 목재,31,G2001,unsawn timber
나무줄기,31,G2001,trunks of trees
미가공 목재,31,G2001,raw timber
껍질을 벗기지 않은 목재,31,G2001,non-debarked timber
종려나무잎,31,G2002,palms [leaves of the palm tree]
야자나무의 잎,31,G2002,leaves of palm tree
코코넛 껍질,31,G2002,coconut shell
야자나무의 잎(미가공 또는 부분 가공한 재료),31,G2002,palm tree leaves [unworked or partly worked material]
미가공 나무껍질,31,G2002,raw barks
미가공 코르크,31,G2002,rough cork
지상 표지용 나무조각,31,G2003,wood chips for use as ground cover
나무펄프 제조용 나무조각,31,G2003,wood chips for the manufacture of wood pulp
잘린 크리스마스트리,31,G2602,cut Christmas trees
살아있는 나무로 만든 크리스마스트리,31,G2602,Christmas trees
살아있는 나무로 만든 크리스마스트리,31,G2602,live Christmas trees [cut]
낚시용 떡밥,31,G4304,paste bait for angling
동결건조된 낚시용 미끼,31,G4304,freeze-dried fishing bait
살아있는 미끼,31,G4304,live bait
살아있는 미끼,31,G4304,live baits
낚시용 살아있는 미끼,31,G4304,live bait for fishing
낚시용 살아있는 미끼,31,G4304,live fishing bait
낚시용 살아있는 미끼,31,G4304,"fishing bait, live"
장식용 건조된 허브,31,G4512,"herbs, dried, for decoration"
장식용 건조된 허브로 만든 화환,31,G4512,wreaths of dried herbs for decoration
장식용 드라이플라워 꽃꽂이,31,G4512,arrangements of dried flowers for decorative purposes
장식용 천연 녹색잎,31,G4512,natural greenery for decoration
절단된 생화(生花) 화환,31,G4512,fresh cut wreaths
절화,31,G4512,cut flowers
토피어리,31,G4512,topiaries
드라이플라워,31,G4512,dried flowers
살아있는 꽃꽂이,31,G4512,live flower arrangements
생화(生花) 화환,31,G4512,wreaths of natural flowers
혼상용 생화화환,31,G4512,wreaths of natural flowers for marriages and funerals
장식용 건조된 옥수수 껍질,31,G4512,"corn husks, dried, for decoration"
생화묶음,31,G4512,arrangements of natural flowers
생화로 만든 부토니어,31,G4512,boutonnieres of natural flowers
부활절바구니 잔디용 건초,31,G4512,hay for use as Easter basket grass
건조화환,31,G4512,wreaths of dried flowers
건조된 코르사주,31,G4512,dried corsages
절단된 생화(生花) 화환,31,G4512,fresh cut garlands
건조된 부토니에,31,G4512,dried boutonnieres
장식용 건조식물,31,G4512,dried plants for decoration
장식용 건조식물,31,G4512,"plants, dried, for decoration"
장식용 드라이플라워,31,G4512,dried flowers for decoration
누에 사육용 누에고치,31,G4601,cocoons for silkworm breeding
누에씨,31,G4601,silkworm eggs
누에,31,G4601,silkworms
잠종(蠶種),31,G4601,breed of silkworms
산란용 고치,31,G4601,cocoons for egg production
신선한 식용 생화,31,G0202,fresh edible flowers
신선한 올리브,31,G0211,fresh olives
천연잔디,31,G0212,natural turf
신선한 대추야자열매,31,G0211,fresh dates
장식용 건조장미,31,G4512,dried roses for decoration
치자 생화,31,G0212,"gardenia flowers, natural"
살아있는 해바라기,31,G0212,"sunflowers, natural"
살아있는 모란,31,G0212,"peonies, natural"
가공되지 않은 오이 씨앗,31,G0202,"cucumber seeds, unprocessed"
살아있는 백합,31,G0212,"lilies, natural"
동물 사료용 콩가루,31,G0209,soy bean meal for animal consumption
미가공 주키니씨앗,31,G0210,"zucchini seeds, unprocessed"
주류 제조용 맥아진액,32,G0406,malt extracts for making liquors
맥주 제조용 홉 진액,32,G0406,extracts of hops for making beer
맥주 양조용 건조된 홉,32,G0406,dried hops for brewing beer
맥주양조용 냉동 홉,32,G0406,frozen hops for brewing beer
맥주양조용 홉 팰릿,32,G0406,hop pellets for brewing beer
레모네이드,32,G0503,lemonade
망고주스,32,G0503,mango juice
음료용 셔벗,32,G0503,sorbets [beverages]
콩음료(우유대용품을 제외),32,G0503,"soya-based beverages, other than milk substitutes"
비알코올성 건과일음료,32,G0503,non-alcoholic dried fruit beverages
비알코올성 과일펀치,32,G0503,non-alcoholic fruit punch
비알코올성 탄산음료,32,G0503,carbonated non-alcoholic drinks
비알코올성 펀치,32,G0503,non-alcoholic punches
석류주스,32,G0503,pomegranate juice
소다수,32,G0503,sparkling water
소다음료,32,G0503,soda pops
아이소토닉음료,32,G0503,isotonic drinks
알코올성분을 제거한 와인,32,G0503,de-alcoholised wines
음료용 셔벗,32,G0503,sherbet beverages
저칼로리 청량음료,32,G0503,low-calorie soft drinks
코코넛주스,32,G0503,coconut juice
탄산광천수,32,G0503,carbonated mineral water
혼합과일주스,32,G0503,mixed fruit juices
차향(茶香)을 첨가한 비알코올성 음료,32,G0503,non-alcoholic beverages flavoured with tea
과일주스,32,G0503,fruit juices
토마토주스음료,32,G0503,tomato juice [beverage]
커피향을 첨가한 비알코올성 음료,32,G0503,non-alcoholic beverages flavored with coffee
탄산수,32,G0503,carbonated water
탄산수,32,G0503,aerated water [soda water]
탄산수,32,G0503,carbonated waters
코코넛 워터,32,G0503,coconut water
비알코올성 과일식초음료,32,G0503,non-alcoholic fruit vinegar beverages
물냉이 주스음료,32,G0503,watercress juice beverages
곡물 및 귀리가 함유된 스무디,32,G0503,smoothies containing grains and oats
과일 스무디,32,G0503,fruit smoothies
과일 스쿼시,32,G0503,fruit squashes
크랜베리주스,32,G0503,cranberry juice
크림소다,32,G0503,cream soda
키니네탄산수,32,G0503,quinine water
훈제된 매실 주스음료,32,G0503,smoked plum juice beverages
비알코올성 채소주스음료,32,G0503,non-alcoholic vegetable juice beverages
과일탄산주스,32,G0503,aerated fruit juice
과일향 청량음료,32,G0503,fruit-flavored soft drinks
과일향미 음료,32,G0503,fruit flavoured drinks
농축된 과일주스,32,G0503,concentrated fruit juices
단백질강화 스포츠음료,32,G0503,protein-enriched sports beverages
비알코올성 과일칵테일,32,G0503,"fruit cocktails, non-alcoholic"
비알코올성 과일펀치,32,G0503,"fruit punch, non-alcoholic"
비타민이 풍부한 비알코올성 음료,32,G0503,non-alcoholic beverages fortified with vitamins
비알코올성 차향 음료,32,G0503,non-alcoholic beverages flavored with tea
